family,verbatimScientificName
Liliaceae,Lloydia serotina
Fabaceae,Trifolium parryi
Cystopteridaceae,Cystopteris fragilis
Cyperaceae,Carex festivella
Crassulaceae,Rhodiola integrifolia
Brassicaceae,Draba streptobrachia
Brassicaceae,Smelowskia calycina
Boraginaceae,Eritrichum aretioides
Boraginaceae,Mertensia lanceolata
Asteraceae,Taraxacum officinale
Asteraceae,Packera werneriifolia
Asteraceae,Ligularia taraxacoides
Asteraceae,Erigeron vagus
Asteraceae,Chaenactis alpina
Asteraceae,Erigeron formosissimus var. viscidus
Asteraceae,Erigeron elatior
Caryophyllaceae,Sagina caespitosa
Asteraceae,Packera dimorphophylla var. dimorphophylla
Cyperaceae,Carex nardina
Poaceae,Poa glauca var. rupicola
Poaceae,Trisetum spicatum
Rosaceae,Ivesia gordonii
Gentianaceae,Gentianoides algida
Gentianaceae,Chondrophylla prostrata
Melanthiaceae,Anticlea elegans
Apiaceae,Angelica grayi
Asteraceae,Taraxacum officinale
Asteraceae,Ligularia taraxacoides
Asteraceae,Ligularia soldanella
Brassicaceae,Cardamine cordifolia
Brassicaceae,Draba smithii
Caryophyllaceae,Silene acaulis
Polygonaceae,Rumex densiflorus
Primulaceae,Androsace septentrionalis
Plantaginaceae,Penstemon virens
Plantaginaceae,Penstemon harbourii
Saxifragaceae,Muscaria delicatula
Rosaceae,Potentilla concinna var. concinna
Primulaceae,Primula angustifolia
Ranunculaceae,Ranunculus alismifolius var. montanus
Ranunculaceae,Ranunculus adoneus
Polygonaceae,Rumex densiflorus
Poaceae,Calamagrostis purpurascens
Poaceae,Festuca brachyphylla subsp. coloradensis
Poaceae,Poa arctica
Poaceae,Poa cusickii ssp. epilis
Poaceae,Poa glauca subsp. rupicola
Poaceae,Poa arctica
Onagraceae,Epilobium anagallidifolium
Juncaceae,Luzula subcapitata
Hydrophyllaceae,Phacelia sericea subsp. sericea
Fabaceae,Trifolium dasyphyllum
Fabaceae,Astragalus molybdenus
Fabaceae,Astragalus eucosmus
Cystopteridaceae,Cystopteris reevesiana
Cyperaceae,Carex crandallii
Cyperaceae,Carex perglobosa
Cyperaceae,Carex scopulorum
Cyperaceae,Kobresia myosuroides
Brassicaceae,Draba aurea
Brassicaceae,Erysimum capitatum
Boraginaceae,Mertensia alpina
Asteraceae,Packera werneriifolia
Asteraceae,Oligosporus groenlandicus
Asteraceae,Ligularia taraxacoides
Asteraceae,Erigeron melanocephalus
Apiaceae,Oreoxis bakeri
Asteraceae,Senecio fremontii var. blitoides
Asteraceae,Erigeron pinnatisectus
Caprifoliaceae,Valeriana capitata ssp. acutiloba
Gentianaceae,Gentianoides algida
Gentianaceae,Chondrophylla prostrata
Apiaceae,Ligusticum porteri
Asteraceae,Rydbergia grandiflora
Asteraceae,Rydbergia grandiflora
Asteraceae,Arnica mollis
Brassicaceae,Draba helleriana
Brassicaceae,Cardamine cordifolia
Cyperaceae,Carex
Ericaceae,Vaccinium cespitosum
Poaceae,Elymus trachycaulus
Plantaginaceae,Penstemon hallii
Orobanchaceae,Pedicularis parryi
Saxifragaceae,Saxifraga cernua
Saxifragaceae,Hirculus serpyllifolius subsp. chrysanthus
Rosaceae,Sibbaldia procumbens
Rosaceae,Sibbaldia procumbens
Primulaceae,Primula angustifolia
Primulaceae,Primula angustifolia
Primulaceae,Primula angustifolia
Polemoniaceae,Polemonium viscosum
Poaceae,Poa secunda
Poaceae,Poa glauca subsp. rupicola
Juncaceae,Luzula subcapitata
Juncaceae,Luzula spicata
Gentianaceae,Gentianodes algida
Cyperaceae,Carex macloviana
Cyperaceae,Carex perglobosa
Cyperaceae,Carex capillaris
Cyperaceae,Carex bella
Cyperaceae,Carex scopulorum
Brassicaceae,Draba grayana
Boraginaceae,Eritrichum aretioides
Asteraceae,Senecio crassulus
Asteraceae,Erigeron leiomerus
Asteraceae,Erigeron pinnatisectus
Asteraceae,Arnica mollis
Asteraceae,Chlorocrepis tristis subsp. gracilis
Caryophyllaceae,Eremogone fendleri
Apiaceae,Ligusticum porteri
Asteraceae,Erigeron pinnatisectus
Asteraceae,Senecio crassulus
Caryophyllaceae,Spergulastrum lanuginosum
Gentianaceae,Chondrophylla prostrata
Caryophyllaceae,Lidia obtusiloba
Melanthiaceae,Anticlea elegans
Asteraceae,Erigeron pinnatisectus
Asteraceae,Agoseris aurantiaca
Asteraceae,Erigeron leiomerus
Asteraceae,Erigeron coulteri
Brassicaceae,Smelowskia americana
Brassicaceae,Erysimum capitatum
Cyperaceae,Carex aquatilis
Gentianaceae,Gentianella acuta
Isoetaceae,Isoëtes bolanderi
Poaceae,Poa leptocoma
Polygonaceae,Oxyria digyna
Poaceae,Trisetum spicatum
Plantaginaceae,Besseya alpina
Saxifragaceae,Muscaria adscendens
Saxifragaceae,Heuchera parvifolia
Saxifragaceae,Telesonix jamesii
Saxifragaceae,Hirculus serpyllifolius subsp. chrysanthus
Rosaceae,Potentilla diversifolia
Rosaceae,Potentilla pulcherrima
Montiaceae,Claytonia megarhiza
Poaceae,Elymus scribneri
Poaceae,Poa arctica
Poaceae,Poa arctica
Ericaceae,Kalmia microphylla
Cyperaceae,Carex crandallii
Cyperaceae,Carex ebenea
Cyperaceae,Carex rupestris subsp. drummondiana
Cyperaceae,Carex elynoides
Cyperaceae,Carex scopulorum
Brassicaceae,Draba crassifolia
Brassicaceae,Draba grayana
Brassicaceae,Draba grayana
Brassicaceae,Draba crassifolia
Boraginaceae,Mertensia lanceolata var. viridis
Asteraceae,Erigeron pinnatisectus
Apiaceae,Aletes anisatus
Caryophyllaceae,Cerastium beeringianum subsp. earlei
Amaryllidaceae,Allium geyeri
Brassicaceae,Descurainia incana
Crassulaceae,Amerosedum lanceolatum
Asteraceae,Oligosporus groenlandicus
Gentianaceae,Comastoma tenellum
Caryophyllaceae,Lidia obtusiloba
Caryophyllaceae,Lidia obtusiloba
Plantaginaceae,Callitriche verna
Asteraceae,Erigeron pinnatisectus
Asteraceae,Tonestus pygmaeus
Asteraceae,Packera werneriifolia
Asteraceae,Packera crocata
Brassicaceae,Smelowskia americana
Brassicaceae,Draba helleriana
Caryophyllaceae,Cerastium beeringianum
Cyperaceae,Carex vernacula
Gentianaceae,Gentianella acuta
Poaceae,Trisetum spicatum
Plantaginaceae,Penstemon whippleanus
Selaginellaceae,Selaginella densa
Plantaginaceae,Besseya alpina
Salicaceae,Salix glauca var. villosa
Saxifragaceae,Hirculus platysepalus subsp. crandallii
Saxifragaceae,Muscaria monticola
Salicaceae,Salix planifolia
Rosaceae,Potentilla subjuga
Rosaceae,Acomastylis rossii subsp. turbinata
Montiaceae,Oreobroma pygmaea
Poaceae,Danthonia intermedia
Poaceae,Festuca brachyphylla ssp. coloradensis
Poaceae,Trisetum spicatum ssp. congdonii
Poaceae,Poa glauca subsp. rupicola
Juncaceae,Juncus drummondii
Liliaceae,Erythronium grandiflorum
Ranunculaceae,Delphinium barbeyi
Gentianaceae,Comastoma tenellum
Fabaceae,Astragalus molybdenus
Cyperaceae,Carex crandallii
Cyperaceae,Carex haydeniana
Cyperaceae,Carex ebenea
Cyperaceae,Carex egglestonii
Cyperaceae,Carex ebenea
Cyperaceae,Kobresia myosuroides
Brassicaceae,Draba aurea
Brassicaceae,Draba grayana
Brassicaceae,Draba grayana
Brassicaceae,Draba aurea
Brassicaceae,Physaria alpina
Asteraceae,Rydbergia grandiflora
Asteraceae,Packera werneriifolia
Asteraceae,Arnica mollis
Apiaceae,Oreoxis alpina
Caryophyllaceae,Alsinanthe macrantha
Caryophyllaceae,Cerastium beeringianum ssp. earlei
Caryophyllaceae,Stellaria sanjuanensis
Asteraceae,Artemisia arctica ssp. saxicola
Brassicaceae,Smelowskia calycina var. americana
Rosaceae,Acomastylis rossii
Caryophyllaceae,Lidia obtusiloba
Asteraceae,Antennaria media
Boraginaceae,Mertensia lanceolata
Brassicaceae,Draba steptobrachia
Gentianaceae,Gentianella acuta
Orobanchaceae,Pedicularis scopulorum
Plantaginaceae,Veronica nutans
Poaceae,Elymus scribneri
Poaceae,Deschampsia cespitosa
Poaceae,Deschampsia cespitosa
Polygonaceae,Rumex densiflorus
Plantaginaceae,Penstemon hallii
Selaginellaceae,Selaginella densa
Plantaginaceae,Penstemon hallii
Salicaceae,Salix brachycarpa
Salicaceae,Salix brachycarpa
Poaceae,Trisetum spicatum subsp. congdonii
Poaceae,Poa fendleriana
Parnassiaceae,Parnassia kotzebuei
Juncaceae,Juncus mertensianus
Fabaceae,Trifolium dasyphyllum
Cyperaceae,Carex haydeniana
Cyperaceae,Kobresia myosuroides
Brassicaceae,Draba lonchocarpa
Brassicaceae,Draba crassa
Brassicaceae,Draba fladnizensis var. pattersonii
Asteraceae,Senecio crassulus
Asteraceae,Ligularia amplectens
Asteraceae,Erigeron grandiflorus
Asteraceae,Ericameria discoidea
Asteraceae,Erigeron pinnatisectus
Asteraceae,Askellia nana
Asteraceae,Rydbergia grandiflora
Apiaceae,Pseudocymopterus montanus
Amaryllidaceae,Allium geyeri
Caryophyllaceae,Alsinanthe macrantha
Brassicaceae,Rorippa alpina
Poaceae,Elymus scribneri
Asteraceae,Oligosporus groenlandicus
Rosaceae,Acomastylis rossii
Caryophyllaceae,Lidia obtusiloba
Saxifragaceae,Ciliaria austromontana
Brassicaceae,Erysimum capitatum
Plantaginaceae,Penstemon hallii
Poaceae,Trisetum spicatum
Plantaginaceae,Penstemon whippleanus
Asteraceae,Erigeron glacialis
Orobanchaceae,Pedicularis groenlandica
Saxifragaceae,Micranthes rhomboidea
Salicaceae,Salix brachycarpa
Rosaceae,Dryas octopetala subsp. hookeriana
Ranunculaceae,Ranunculus inamoenus
Poaceae,Elymus scribneri
Poaceae,Poa glauca ssp. rupicola
Lamiaceae,Prunella vulgaris
Juncaceae,Juncus parryi
Ranunculaceae,Delphinium alpestre
Gentianaceae,Chondrophylla nutans
Fabaceae,Trifolium nanum
Cystopteridaceae,Cystopteris reevesiana
Cyperaceae,Carex siccata
Cyperaceae,Carex siccata
Caryophyllaceae,Silene acaulis subsp. subacaulescens
Brassicaceae,Draba aurea
Brassicaceae,Draba exunguiculata
Brassicaceae,Draba graminea
Brassicaceae,Erysimum capitatum
Boraginaceae,Mertensia lanceolata
Asteraceae,Seriphidium vaseyanum
Asteraceae,Rydbergia grandiflora
Asteraceae,Cirsium eatonii
Asteraceae,Tetraneuris brevifolia
Asparagaceae,Yucca glauca
Caryophyllaceae,Eremogone fendleri
Caryophyllaceae,Cerastium beeringianum
Crassulaceae,Rhodiola integrifolia
Rosaceae,Petrophyton caespitosum
Asteraceae,Oligosporus groenlandicus
Caryophyllaceae,Tryphane rubella
Asteraceae,Oreochrysum parryi
Boraginaceae,Eritrichium nanum
Cyperaceae,Carex scopulorum
Fabaceae,Trifolium brandegeei
Juncaceae,Luzula spicata
Plantaginaceae,Penstemon whippleanus
Poaceae,Poa cusickii
Saxifragaceae,Micranthes rhomboidea
Saxifragaceae,Micranthes odontoloma
Caryophyllaceae,Lidia obtusiloba
Plantaginaceae,Penstemon whippleanus
Plantaginaceae,Penstemon hallii
Juncaceae,Luzula spicata
Orobanchaceae,Castilleja haydenii
Plantaginaceae,Besseya alpina
Salicaceae,Salix planifolia
Rosaceae,Potentilla ovina
Ranunculaceae,Ranunculus alismifolius var. montanus
Polygonaceae,Polygonum douglasii
Polemoniaceae,Polemonium viscosum
Poaceae,Elymus trachycaulus ssp. andinus
Poaceae,Festuca brachyphylla subsp. coloradensis
Poaceae,Poa nemoralis ssp. interior
Poaceae,Poa nemoralis subsp. interior
Ophioglossaceae,Botrychium neolunaria
Isoetaceae,Isoëtes bolanderi
Fabaceae,Trifolium attenuatum
Fabaceae,Trifolium nanum
Ericaceae,Vaccinium cespitosum
Cyperaceae,Carex perglobosa
Crassulaceae,Rhodiola integrifolia
Cyperaceae,Carex siccata
Brassicaceae,Draba aurea
Brassicaceae,Cardamine cordifolia
Brassicaceae,Draba streptocarpa
Brassicaceae,Braya humilis
Boraginaceae,Mertensia lanceolata
Boraginaceae,Mertensia lanceolata
Asteraceae,Rydbergia brandegei
Asteraceae,Solidago multiradiata
Asteraceae,Erigeron flagellaris
Asteraceae,Erigeron simplex
Asteraceae,Ligularia bigelovii var. hallii
Apiaceae,Oreoxis bakeri
Apiaceae,Pseudocymopterus montanus
Caryophyllaceae,Eremogone fendleri
Saxifragaceae,Ciliaria austromontana
Asteraceae,Erigeron pinnatisectus
Asteraceae,Arnica mollis
Campanulaceae,Campanula rotundifolia
Cyperaceae,Carex illota
Juncaceae,Juncus drummondii
Montiaceae,Claytonia megarhiza
Plantaginaceae,Penstemon hallii
Poaceae,Poa alpina
Salicaceae,Salix planifolia
Saxifragaceae,Saxifraga cernua
Brassicaceae,Draba aurea
Caryophyllaceae,Stellaria irrigua
Plantaginaceae,Veronica nutans
Saxifragaceae,Micranthes rhomboidea
Ericaceae,Pyrola minor
Ranunculaceae,Ranunculus gelidus subsp. grayi
Polygonaceae,Eriogonum flavum subsp. chloranthum
Polemoniaceae,Polemonium viscosum
Poaceae,Agrostis scabra
Poaceae,Deschampsia cespitosa
Poaceae,Deschampsia cespitosa
Poaceae,Poa glauca ssp. rupicola
Poaceae,Phleum commutatum
Hydrophyllaceae,Phacelia sericea
Fabaceae,Trifolium parryi
Fabaceae,Trifolium parryi
Fabaceae,Trifolium dasyphyllum
Cyperaceae,Carex lachenalii
Cyperaceae,Carex nelsonii
Cyperaceae,Carex illota
Cyperaceae,Kobresia myosuroides
Brassicaceae,Draba aurea
Brassicaceae,Draba exunguiculata
Brassicaceae,Draba porsildii
Brassicaceae,Draba spectabilis
Asteraceae,Packera cana
Asteraceae,Erigeron simplex
Asteraceae,Erigeron glacialis
Asteraceae,Tetraneuris acaulis var. caespitosa
Apiaceae,Angelica grayi
Apiaceae,Oreoxis alpina
Asteraceae,Antennaria media
Poaceae,Festuca brachyphylla var. coloradensis
Selaginellaceae,Selaginella densa
Saxifragaceae,Hirculus platysepalus
Asteraceae,Erigeron coulteri
Asteraceae,Erigeron leiomerus
Asteraceae,Artemisia michauxiana
Boraginaceae,Eritrichium nanum
Boraginaceae,Eritrichium nanum
Crassulaceae,Rhodiola integrifolia
Juncaceae,Juncus parryi
Montiaceae,Claytonia megarhiza
Poaceae,Phleum commutatum
Polemoniaceae,Phlox condensata
Polygonaceae,Bistorta vivipara
Ranunculaceae,Aconitum columbianum
Salicaceae,Salix brachycarpa
Saxifragaceae,Heuchera parvifolia
Salicaceae,Salix brachycarpa
Plantaginaceae,Penstemon hallii
Orobanchaceae,Pedicularis bracteosa ssp. paysoniana
Orobanchaceae,Castilleja occidentalis
Rosaceae,Acomastylis rossii ssp. turbinata
Primulaceae,Androsace septentrionalis
Primulaceae,Primula parryi
Primulaceae,Androsace chamaejasme subsp. carinata
Polygonaceae,Bistorta vivipara
Poaceae,Elymus trachycaulus subsp. andinus
Poaceae,Phleum commutatum
Poaceae,Poa glauca subsp. rupicola
Ranunculaceae,Caltha chionophila
Gentianaceae,Gentianella heterosepala
Fabaceae,Oxytropis viscida
Cyperaceae,Carex atrosquama
Cyperaceae,Carex bella
Cyperaceae,Carex rupestris subsp. drummondiana
Brassicaceae,Boechera drummondii
Asteraceae,Tonestus pygmaeus
Asteraceae,Senecio triangularis
Asteraceae,Machaeranthera pattersonii
Asteraceae,Erigeron leiomerus
Asteraceae,Chaenactis alpina
Asteraceae,Senecio fremontii ssp. blitoides
Caryophyllaceae,Stellaria sanjuanensis
Fabaceae,Trifolium dasyphyllum
Orobanchaceae,Castilleja miniata var. miniata
Brassicaceae,Noccaea montana
Saxifragaceae,Hirculus platysepalus
Asteraceae,Senecio crassulus
Asteraceae,Senecio crassulus
Brassicaceae,Draba crassifolia
Geraniaceae,Geranium richardsonii
Montiaceae,Claytonia megarhiza
Poaceae,Elymus trachycaulus
Ranunculaceae,Ranunculus alismifolius
Saxifragaceae,Micranthes odontoloma
Poaceae,Calamagrostis purpurascens
Salicaceae,Populus balsamifera
Salicaceae,Salix lasiandra var. caudata
Rosaceae,Acomastylis rossii subsp. turbinata
Primulaceae,Androsace septentrionalis
Ranunculaceae,Ranunculus macauleyi
Pteridaceae,Cryptogramma acrostichoides
Polemoniaceae,Phlox condensata
Polemoniaceae,Phlox condensata
Poaceae,Poa secunda
Poaceae,Poa nemoralis subsp. interior
Juncaceae,Juncus drummondii
Fabaceae,Trifolium nanum
Cyperaceae,Carex lachenalii
Cyperaceae,Carex arapahoensis
Cyperaceae,Carex elynoides
Cyperaceae,Carex capillaris
Brassicaceae,Draba smithii
Brassicaceae,Draba streptocarpa
Brassicaceae,Draba aurea
Asteraceae,Senecio atratus Greene
Rosaceae,Geum rossii (R.Br.) Ser.
Plantaginaceae,Penstemon whippleanus A.Gray
Brassicaceae,Erysimum asperum (Nutt.) DC.
Primulaceae,Primula angustifolia Torr.
Pinaceae,Abies lasiocarpa (Hook.) Nutt.
Ranunculaceae,Aquilegia saximontana Rydb.
Polemoniaceae,Phlox hoodii Richardson
Melanthiaceae,Veratrum californicum Durand
Boraginaceae,Mertensia ciliata (James ex Torr.) G. Don
Salicaceae,Salix planifolia Pursh
Boraginaceae,Mertensia ciliata (James ex Torr.) G. Don
Caryophyllaceae,Silene acaulis (L.) Jacq.
Primulaceae,Primula parryi A.Gray
Boraginaceae,Mertensia ciliata (James ex Torr.) G. Don
Asteraceae,Senecio atratus Greene
Orobanchaceae,Pedicularis groenlandica Retz.
Caryophyllaceae,Silene acaulis (L.) Jacq.
Salicaceae,Salix glauca L.
Polygonaceae,Bistorta vivipara (L.) Delarbre
Rosaceae,Geum rossii (R.Br.) Ser.
Polemoniaceae,Polemonium viscosum Nutt.
Plantaginaceae,Veronica wormskjoldii Roem. & Schult.
Caryophyllaceae,Silene acaulis (L.) Jacq.
Plantaginaceae,Penstemon hallii A.Gray
Asteraceae,Hymenoxys hoopesii (A.Gray) Bierner
Plantaginaceae,Penstemon whippleanus A.Gray
Asteraceae,Hymenoxys grandiflora
Caryophyllaceae,Silene acaulis
Caryophyllaceae,Silene acaulis
Brassicaceae,Berteroa incana
Crassulaceae,Rhodiola rhodantha
Caryophyllaceae,Silene acaulis
Caryophyllaceae,Silene acaulis
Caryophyllaceae,Minuartia obtusiloba
Orobanchaceae,Castilleja occidentalis
Plantaginaceae,Chionophila jamesii
Campanulaceae,Melanocalyx uniflora
Cyperaceae,Carex illota
Plantaginaceae,Penstemon hallii
Plantaginaceae,Penstemon harbourii
Hydrophyllaceae,Phacelia sericea
Plantaginaceae,Penstemon hallii
Plantaginaceae,Penstemon whippleanus
Plantaginaceae,Penstemon hallii
Plantaginaceae,Penstemon hallii
Salicaceae,Salix brachycarpa
Plantaginaceae,Penstemon procerus var. procerus
Plantaginaceae,Penstemon whippleanus
Plantaginaceae,Penstemon whippleanus
Plantaginaceae,Penstemon harbourii
Plantaginaceae,Penstemon hallii
Asteraceae,Senecio amplectens var. holmii
Plantaginaceae,Penstemon whippleanus
Plantaginaceae,Penstemon hallii
Plantaginaceae,Penstemon hallii
Plantaginaceae,Penstemon whippleanus
Cyperaceae,Carex nelsonii
Asteraceae,Achillea millefolium
Onagraceae,Chamerion angustifolium
Caryophyllaceae,Arenaria lanuginosa var. saxosa
Asteraceae,Antennaria luzuloides
Selaginellaceae,Selaginella densa
Campanulaceae,Campanula rotundifolia
Pteridaceae,Cryptogramma acrostichoides
Orobanchaceae,Pedicularis procera
Plantaginaceae,Penstemon whippleanus
Rubiaceae,Galium septentrionale
Asteraceae,Senecio crassulus
Salicaceae,Salix planifolia
Melanthiaceae,Zigadenus elegans
Asteraceae,Erigeron peregrinus
Gentianaceae,Swertia perennis
Orobanchaceae,Pedicularis racemosa
Asteraceae,Senecio triangularis
Parnassiaceae,Parnassia fimbriata
Saxifragaceae,Saxifraga odontoloma
Ericaceae,Orthilia secunda
Brassicaceae,Rorippa curvipes
Asteraceae,Erigeron
Athyriaceae,Athyrium alpestre
Onagraceae,Epilobium hornemannii
Polemoniaceae,Polemonium viscosum
Betulaceae,Betula glandulosa
Brassicaceae,Draba aurea Vahl ex Hornem.
Equisetaceae,Equisetum arvense
Polemoniaceae,Polemonium delicatum
Juncaceae,Juncus ensifolius
Orobanchaceae,Pedicularis parryi
Orobanchaceae,Pedicularis parryi
Poaceae,Poa alpina
Crassulaceae,Clementsia rhodantha
Orobanchaceae,Castilleja rhexifolia
Asteraceae,Hymenoxys grandiflora
Caryophyllaceae,Cerastium arvense subsp. strictum
Cyperaceae,Carex haydeniana
Montiaceae,Lewisia pygmaea
Plantaginaceae,Penstemon whippleanus
Poaceae,Poa alpina
Crassulaceae,Rhodiola integrifolia subsp. integrifolia
Polemoniaceae,Polemonium pulcherrimum subsp. delicatum
Onagraceae,Chamaenerion angustifolium
Rosaceae,Potentilla concinna var. concinna
Boraginaceae,Mertensia lateriflora
Primulaceae,Androsace septentrionalis
Polemoniaceae,Polemonium confertum
Gentianaceae,Gentiana prostrata
Fabaceae,Trifolium nanum
Cyperaceae,Carex rupestris
Hydrophyllaceae,Phacelia sericea var. sericea
Asteraceae,Packera werneriifolia
Primulaceae,Primula angustifolia
Hydrophyllaceae,Phacelia sericea var. sericea
Polemoniaceae,Polemonium viscosum
Fabaceae,Trifolium nanum
Plantaginaceae,Besseya ritteriana
Poaceae,Phleum alpinum
Asteraceae,Hymenoxys grandiflora
Amaryllidaceae,Allium geyeri var. geyeri
Grossulariaceae,Ribes montigenum
Poaceae,Poa glauca subsp. rupicola
Rosaceae,Potentilla hookeriana
Boraginaceae,Mertensia bakeri
Asteraceae,Senecio amplectens
Pteridaceae,Cryptogramma acrostichoides
Apiaceae,Podistera eastwoodiae
Cyperaceae,Carex siccata
Asteraceae,Senecio fremontii var. blitoides
Asteraceae,Erigeron grandiflorus
Primulaceae,Androsace chamaejasme subsp. lehmanniana
Poaceae,Elymus scribneri
Poaceae,Elymus scribneri
Rosaceae,Geum rossii var. turbinatum
Juncaceae,Luzula spicata
Rosaceae,Sibbaldia procumbens
Plantaginaceae,Besseya ritteriana
Juncaceae,Juncus drummondii
Pinaceae,Picea engelmannii var. engelmannii
Asteraceae,Taraxacum officinale
Saxifragaceae,Saxifraga bronchialis
Boraginaceae,Mertensia bakeri
Primulaceae,Androsace septentrionalis
Campanulaceae,Campanula uniflora
Apiaceae,Oreoxis bakeri
Cyperaceae,Carex rupestris
Cyperaceae,Carex aquatilis
Rosaceae,Sibbaldia procumbens
Poaceae,Deschampsia brevifolia
Poaceae,Festuca minutiflora
Caprifoliaceae,Valeriana edulis
Poaceae,Poa alpina
Juncaceae,Luzula spicata
Cystopteridaceae,Cystopteris fragilis
Caryophyllaceae,Sabulina macrantha
Apiaceae,Oreoxis alpina
Primulaceae,Androsace septentrionalis
Asteraceae,Antennaria corymbosa
Apiaceae,Pseudocymopterus montanus
Cyperaceae,Carex phaeocephala
Salicaceae,Salix brachycarpa var. brachycarpa
Juncaceae,Luzula spicata
Rosaceae,Potentilla gracilis var. fastigiata
Poaceae,Poa abbreviata subsp. pattersonii
Montiaceae,Claytonia megarhiza
Poaceae,Elymus trachycaulus subsp. violaceus
Caryophyllaceae,Cherleria obtusiloba
Polygonaceae,Bistorta bistortoides
Brassicaceae,Noccaea fendleri subsp. glauca
Asteraceae,Packera werneriifolia
Ranunculaceae,Caltha leptosepala
Salicaceae,Salix glauca
Caryophyllaceae,Silene acaulis
Polygonaceae,Oxyria digyna
Rosaceae,Geum rossii var. turbinatum
Caryophyllaceae,Cerastium beeringianum
Asteraceae,Antennaria corymbosa
Asteraceae,Senecio taraxacoides
Violaceae,Viola adunca
Crassulaceae,Sedum lanceolatum var. lanceolatum
Asteraceae,Cirsium funkiae
Poaceae,Poa glauca subsp. rupicola
Rosaceae,Potentilla modesta
Poaceae,Poa fendleriana
Cystopteridaceae,Cystopteris fragilis
Poaceae,Deschampsia cespitosa var. cespitosa
Poaceae,Koeleria spicata
Plantaginaceae,Penstemon harbourii
Caryophyllaceae,Eremogone fendleri
Juncaceae,Juncus drummondii
Asteraceae,Erigeron elatior
Cyperaceae,Carex chalciolepis
Poaceae,Koeleria spicata
Cyperaceae,Carex albonigra
Selaginellaceae,Selaginella scopulorum
Asteraceae,Solidago simplex var. simplex
Cystopteridaceae,Cystopteris fragilis
Asteraceae,Erigeron compositus
Poaceae,Elymus trachycaulus subsp. violaceus
Amaryllidaceae,Allium geyeri var. tenerum
Cystopteridaceae,Cystopteris fragilis
Apiaceae,Pseudocymopterus montanus
Montiaceae,Claytonia megarhiza
Plantaginaceae,Synthyris alpina
Saxifragaceae,Heuchera parvifolia
Asteraceae,Erigeron leiomerus
Brassicaceae,Smelowskia americana
Crassulaceae,Rhodiola integrifolia subsp. integrifolia
Ranunculaceae,Aquilegia coerulea var. coerulea
Cyperaceae,Carex phaeocephala
Asteraceae,Packera werneriifolia
Selaginellaceae,Selaginella scopulorum
Polemoniaceae,Phlox pulvinata
Fabaceae,Trifolium nanum
Amaryllidaceae,Allium geyeri var. geyeri
Asteraceae,Packera dimorphophylla
Orobanchaceae,Pedicularis groenlandica
Cyperaceae,Carex phaeocephala
Poaceae,Elymus scribneri
Caryophyllaceae,Sabulina rubella
Apiaceae,Angelica grayi
Pteridaceae,Cryptogramma acrostichoides
Polemoniaceae,Phlox pulvinata
Asteraceae,Erigeron leiomerus
Rosaceae,Geum rossii var. turbinatum
Polygonaceae,Bistorta bistortoides
Apiaceae,Angelica grayi
Asteraceae,Erigeron leiomerus
Poaceae,Deschampsia brevifolia
Boraginaceae,Boraginaceae
Asteraceae,Tonestus pygmaeus
Montiaceae,Lewisia pygmaea
Asteraceae,Erigeron coulteri
Caprifoliaceae,Valeriana acutiloba
Polygonaceae,Bistorta bistortoides
Saxifragaceae,Saxifraga flagellaris subsp. crandallii
Ranunculaceae,Aquilegia caerulea var. caerulea
Asteraceae,Erigeron vetensis
Crassulaceae,Rhodiola integrifolia subsp. integrifolia
Rosaceae,potentilla subgorodkovii
Polemoniaceae,Phlox condensata
Cystopteridaceae,Cystopteris fragilis
Plantaginaceae,Veronica wormskjoldii
Plantaginaceae,Synthyris alpina
Asteraceae,Erigeron leiomerus
Poaceae,Elymus scribneri
Poaceae,Phleum alpinum
Rosaceae,Potentilla gracilis var. fastigiata
Cyperaceae,Carex albonigra
Caryophyllaceae,Silene acaulis
Asteraceae,Solidago simplex var. simplex
Asteraceae,Erigeron melanocephalus
Poaceae,Festuca minutiflora
Liliaceae,Gagea serotina
Asteraceae,Antennaria rosea
Grossulariaceae,Ribes montigenum
Asteraceae,Senecio fremontii var. blitoides
Polemoniaceae,Phlox condensata
Polygonaceae,Bistorta bistortoides
Cystopteridaceae,Cystopteris fragilis
Saxifragaceae,Micranthes rhomboidea
Saxifragaceae,Micranthes rhomboidea
Asteraceae,Hymenoxys grandiflora
Pinaceae,Picea engelmannii var. engelmannii
Poaceae,Trisetum spicatum
Asteraceae,Achillea millefolium
Juncaceae,Juncus castaneus
Juncaceae,Luzula spicata
Saxifragaceae,Micranthes rhomboidea
Caryophyllaceae,Eremogone fendleri
Poaceae,Agrostis variabilis
Rosaceae,Sibbaldia procumbens
Polemoniaceae,Polemonium viscosum
Asteraceae,Senecio soldanella
Saxifragaceae,Heuchera parvifolia
Brassicaceae,Draba
Fabaceae,Trifolium brandegeei
Caryophyllaceae,Cerastium arvense subsp. strictum
Polemoniaceae,Polemonium viscosum
Polemoniaceae,Polemonium viscosum
Asteraceae,Artemisia campestris var. purshii
Cyperaceae,Carex phaeocephala
Ranunculaceae,Aquilegia coerulea var. coerulea
Asteraceae,Xanthisma coloradoense
Poaceae,Elymus trachycaulus subsp. violaceus
Liliaceae,Lloydia serotina
Primulaceae,Androsace septentrionalis
Brassicaceae,Noccaea fendleri
Primulaceae,Androsace septentrionalis
